Image_ID,en_caption
figure08-27GA,Right eye choroidal osteoma FFA contrast 30-minute image. Same patient as Figure 8-27A. The FFA can be seen to be predominantly strongly fluorescent (translucent fluorescence)
figure08-27GB,ICGA contrast 30-minute image of choroidal osteoma in the right eye. Same patient as Figure 8-27A. The ICGA can be seen to be predominantly weakly fluorescent (choroidal capillary atrophy filling defect)
figure08-27HA,Left eye choroidal osteoma FFA contrast 30-minute image. Same patient as Figure 8-27B. The FFA can be seen to be predominantly strongly fluorescent (translucent fluorescence)
figure08-27HB,ICGA contrast 30-minute image of a choroidal osteoma in the left eye. Same patient as Figure 8-27B. The ICGA can be seen to be predominantly weakly fluorescent (choroidal capillary atrophy filling defect)
figure08-28CA,"Left eye choroidal osteoma FFA contrast 6:28:81 image. Same patient as Figure 8-28A. The majority of the FFA of the lesion can be seen to be free of abnormal fluorescence, with fluorescence leakage, fluorescence masking, and translucent fluorescence seen nasally and supratemporally of the lesion."
figure08-28CB,Left eye choroidal osteoma ICGA contrast 6:28:81 image. Same patient as Figure 8-28A. Most of the ICCGA of the visible lesion is predominantly weakly fluorescent
figure08-28DA,Left eye choroidal osteoma FFA contrast 25 min 52 sec 35 image. Same patient as Figure 8-28A. Fluorescence leakage is evident on the nasal side of the lesion.
figure08-28DB,Left eye choroidal osteoma ICGA contrast 25 min 52 sec 35 image. Same patient as Figure 8-28A. ICGA of the nasal side of the lesion is weakly fluorescent
figure08-29BA,Right eye choroidal osteoma FFA contrast 8:24:43 image. Same patient as Figure 8-29A
figure08-29BB,Right eye choroidal osteoma ICGA contrast 8:24:43 image. Same patient as Figure 8-29A
figure09-01C,"Right optic neuritis FFA 547.6s image. Same patient as Figure 9-1B. Fluorescence leakage from the optic disk is seen, with hemorrhages obscuring the fluorescence"
figure09-01D,"Left optic neuritis FFA 534.0s image. Same patient as Figure 9-1C. Slight staining of the optic disc is seen, with linear hemorrhages showing masked fluorescence"
figure09-02C,Late FFA image of optic nerve atrophy after optic neuritis in the right eye. Same patient as Figure 9-2B. Shallow optic disk fluorescence is seen
figure09-02D,"Late FFA image of optic nerve atrophy after optic neuritis in the left eye. Same patient as Figure 9-2C. Fluorescent leakage of the optic disk is visible, with a distinct lower"
figure09-05B,FFA 20.7s image of optic nerve retinitis in the left eye. Same patient as Figure 9-5A. Slight dilatation of optic disk capillaries is seen
figure09-05C,FFA 610.4s image of optic nerve retinitis in the left eye. Same patient as Figure 9-5B. Diffuse fluorescent leakage of the optic disc is seen with staining of the surrounding tissue
figure09-06B,"FFA 75.6s image of optic disc vasculitis in the right eye. In the same patient as Figure 9-6A, optic disc fluorescence leakage is seen"
figure09-08B,"FFA arterial phase image of anterior ischemic optic neuropathy in the left eye. Same patient as Figure 9-8A. The optic disc is seen to be congested and edematous, with dilated capillaries, which are evident beneath the"
figure09-08C,"FFA venous phase image of anterior ischemic optic neuropathy in the left eye. Same patient as Figure 9-8B. The optic disc is seen to be congested and edematous, with dilated capillaries, which are evident beneath the"
figure09-08D,Late FFA image of anterior ischemic optic neuropathy in the left eye. Same patient as Figure 9-8C. Fluorescence leakage from the optic disk is seen to be evident
figure09-08H,FFA arteriovenous phase image of the left eye after 1 month of treatment for anterior ischemic optic neuropathy. Same patient as Figure 9-8G. Unsignificant peripapillary dilatation of the optic disk is seen
figure09-08I,Late FFA image of the left eye after 1 month of treatment for anterior ischemic optic neuropathy. Same patient as Figure 9-8H. Significant reduction in optic disc fluorescence leakage
figure09-08K,FFA venous phase image of the left eye after 3 months of treatment for anterior ischemic optic neuropathy. Same patient as Figure 9-8J. No peripapillary dilatation of the optic disk is seen
figure09-08L,Late FFA image of the left eye after 3 months of treatment for anterior ischemic optic neuropathy. Same patient as Figure 9-8K. Optic disk fluorescence is not abnormal
figure09-09C,Left eye ischemic optic neuropathy FFA 19 sec 73 image. Same patient as Figure 9-9B. It shows optic disk capillary congestion
figure09-09D,Left eye ischemic optic neuropathy FFA 11 min 16 sec 45 image. Same patient as Figure 9-9C. Diffuse fluorescent leakage from the optic disk
figure09-12C,FFA image of optic papillary edema in the right eye. Same patient as Figure 9-12A
figure09-12D,FFA image of optic papillary edema in the left eye. Same patient as Figure 9-12B
figure09-13C,"Right eye optic papillary edema FFA 571.3s image. Same patient as Figures 9-13A. Fluorescence staining of the optic disk is visible, and a subretinal hemorrhage is seen above the optic disk nose obscuring the fluorescence"
figure09-13D,Left eye optic papillary edema FFA 584.9s image. Same patient as Figures 9-13B. Fluorescent staining of the optic disk is seen
figure10-05B,FFA image of Valsava's retinopathy in the left eye. Visible pre-retinal hemorrhage with masked fluorescence and no leakage
figure10-05C,"ICGA image of Valsava's retinopathy in the left eye. Same patient as Figure 10-5B. Slightly obscured fluorescence of the preretinal hemorrhage is seen, no neovascularization is seen, and no leakage is seen"
figure10-06B,"FFA 53-second image of a far reaching retinopathy in the right eye. A perfusion-free area at the posterior pole is seen, and the hemorrhage obscures the fluorescence"
figure10-11B,Fundus autofluorescence image of choroidal rupture in the left eye. Weak autofluorescence is seen in the area of choroidal rupture
figure10-11C,Late FFA image of choroidal rupture in the left eye. Same patient as Figures 10-11B. Tissue staining in the area of choroidal rupture can be seen
figure10-12C,Diffuse uveal melanocytic hyperplasia FFA 7:47:43 image of the right eye. A large number of patchy translucent fluorescent spots in the fundus can be seen
figure10-12D,Diffuse uveal melanocytic hyperplasia FFA 8:23:98 image of the left eye. Same patient as Figures 10-12C. A large number of patchy translucent fluorescent spots in the fundus can be seen
figure10-12E,Diffuse uveal melanocytic hyperplasia blue fundus autofluorescence image of the left eye. Same patient as Figures 10-12D. A large number of patchy lesions can be seen with weak autofluorescence
figure10-12F,Near-infrared light fundus autofluorescence image of diffuse uveal melanocytic hyperplasia in the left eye. Same patient as Figures 10-12E. A large number of patchy lesions can be seen with weak autofluorescence
figure10-13C,"Late FFA image of posterior scleritis in the left eye. Slight fluorescence seepage from above, optic disc staining is seen"
figure10-13D,Late FFA image of posterior scleritis in the right eye. Same patient as Figures 10-13C. Fluorescent leakage of the optic disk is visible
figure01-04-01a,"Normal fundus FFA image. a In the arterial phase, the central retinal artery is seen to have filled and choroidal fluorescence is seen in the form of plaques or maps, with slight variations in the timing of filling at each site. b In the arterial phase, the central retinal artery is seen to have filled and choroidal fluorescence is seen. The retinal veins have not yet filled and are only outlined against the choroidal background fluorescence."
figure01-04-01b,"Normal fundus FFA image. b is the retinal arteriolar phase, with visible venous laminar flow and no fluorescence in the center of the venous vessels. At this time, the choroid is completely filled, and the patchy choroidal fluorescence fuses into a uniform background fluorescence. Fluorescein fills the capillary network and the entire fundus shows bright diffuse fluorescence."
figure01-04-01c,"Normal fundus FFA image. c is the retinal arteriovenous phase, which shows that the veins are fully filled."
figure01-04-01d,"Normal fundus FFA image. d is the retinal arteriovenous phase, which is seen to fluoresce more strongly in retinal veins than in arterioles."
figure01-04-02,"Normal fundus FFA images are late. Fluorescence within the retinal vasculature is markedly diminished or absent, and only faint choroidal background fluorescence and residual fluorescence in the sclera and optic disc margins are seen. The optic disc tissue shows diffuse fluorescent staining, and its rim is stained with a faint fluorescent ring. The macula always appears as a dark area"
figure01-05-01b,"Pseudofluorescence. b Pseudofluorescence before dye filling, which has the same morphology as a yellow-white stale hemorrhage on a color fundus image."
figure01-05-01c,"Pseudofluorescence. c For the FFA image, the relative hypofluorescence of the corresponding area of the yellowish-white lesion is visible and is due to the fact that the lesion obscures the background fluorescence of the choroid."
figure01-05-01d,Pseudofluorescence. d is an ICGA image that shows the corresponding area of the yellow-white lesion as a hypofluorescent mask.
figure01-05-02b,"Transmissible fluorescence. b For the early stage of FFA contrast, the corresponding part of the lesion is seen as transmissible fluorescence, which varies in intensity with the choroidal background fluorescence, and appears with the background fluorescence in the early stage."
figure01-05-02c,"Transmission fluorescence. c is the middle stage of FFA contrast, and the corresponding part of the visible lesion is transmission fluorescence, which varies in intensity with the choroidal background fluorescence and increases with the background fluorescence in the middle stage."
figure01-05-02d,"Transmissible fluorescence. d is the late stage of FFA contrast and is seen as transmissible fluorescence at the corresponding site of the lesion, where the intensity of the fluorescence varies with the choroidal background fluorescence and diminishes with the background fluorescence in the late stage (white arrows)."
figure01-05-03b,"Fluorescence leakage. b For early contrast, tiny hyperfluorescent spots are visible at the inferior temporal margin of the arch ring."
figure01-05-03c,"Fluorescence leakage. c is the middle stage of the contrast, where a gradual leakage of the hyperfluorescent spot is seen to expand."
figure01-05-03d,Fluorescence leakage. d is a late contrast phase in which a hyperfluorescent spot is seen to gradually leak and enlarge.
figure01-05-04a,"Fluorescein accumulates under the pigmented epithelium. FFA and ICGA images of posterior pole polychromatic pigment epithelial lesions. a is an early stage of FFA, with tiny hyperfluorescent dots (white arrows) visible."
figure01-05-04b,"Fluorescein accumulates under the pigment epithelium. FFA and ICGA images of posterior pole polychromatic pigment epithelial lesions, b is an advanced stage of FFA, with visible leakage of hyperfluorescent dots, demonstrating enhanced fluorescence enlargement. There is fluorescence accumulation within the retinal pigment epithelial detachment area, which is manifested as well-defined subcircular hyperfluorescent spots (superior and temporal to the macula)."
figure01-05-04c,Fluorescein accumulates under the pigmented epithelium. c is a large fluorescence-filled defective area (white arrow) visible in the early stages of ICGA.
figure01-05-04d,"Fluorescein accumulates under the pigmented epithelium. d is a late stage of ICGA, with fluorescent leakage, hyperfluorescence, in all places corresponding to FFA leakage, which is surrounded by a more extensive zone of relative hyperfluorescence."
figure01-05-05b,"Fluorescein accumulates under the neuroepithelium. b A late FFA image shows hypofluorescent occlusion (hemorrhage) and fluorescence leakage (choroidal neovascularization) in the macula, around which a well-defined fluorescent accumulation is visible, with a slightly stronger fluorescence than the background fluorescence."
figure01-05-05c,"Fluorescein accumulates under the neuroepithelium. c is an image of late ICGA, which shows fluorescence leakage in the form of hyperfluorescent clusters at the choroidal neovascularization, and relative hyperfluorescence in the well-defined retinal detachment area around it as fluorescence accumulation."
figure01-05-06,"Fluorescein accumulation between Henle fibers. Late image of FFA of old central retinal vein occlusion, which shows fluorescence accumulation between Henle fibers in the macula with petal-like hyperfluorescence."
figure01-05-07b,"Pigmentation masking. b For early FFA, the visible pigmentation is consistently hypofluorescent."
figure01-05-07c,"Pigmentation masking. c For mid-FFA, the pigmentation is seen to be consistently hypofluorescent."
figure01-05-07d,"Pigmentation is obscured. d For advanced FFA, the visible pigmentation is always hypofluorescent. The margins of the advanced lesions are slightly fluorescently stained."
figure01-05-08,"No perfusion. In the FFA image of diabetic retinopathy, more microvascular tumor formation is seen in the retina at the posterior pole in the form of tiny hyperfluorescent dots. It is heavier above and over the nose and shows multiple lamellar capillaries with no perfusion areas, showing lamellar hypofluorescence (white arrows) and diffuse hyperfluorescence with dilated capillary leakage at its edges. Higher intensity clustered hyperfluorescence is seen in the mid-peripheral retina above the nose and is due to retinal neovascularization leakage."
figure01-05-09b,"Fundus image of central retinal artery occlusion - delayed filling. b is an FFA image of 2 minutes, which shows that the retinal arteries are still incompletely filled and the veins are essentially unfilled."
figure01-05-09c,"Fundus image of central retinal artery occlusion - delayed filling. c is an FFA image of 9 minutes, with the artery mostly filled and the vein only partially filled. Optic disc fluorescence staining."
figure01-05-11b,"Capillary dilatation and capillary occlusion. b For early FFA, lamellar capillary occlusion (white arrows) is seen as hypofluorescence, with capillary dilatation at its margins, and microangiomas are seen as polka-dotted hyperfluorescence."
figure01-05-11c,"Capillary dilatation and capillary occlusion. c is an image of the venous phase of FFA, which shows a diffuse hyperfluorescence with gradual fluorescence leakage from the diseased intersecting areas."
figure01-05-11d,"Capillary dilatation and capillary occlusion. d is a late FFA image, which shows progressive fluorescence leakage from the disease-crossing area with diffuse hyperfluorescence that does not recede in the late phase, in which the occluded portion of the hemorrhagic lesion remains hypofluorescent."
figure01-05-12b,"Choroidal neovascularization. b For early FFA, a lacy hyperfluorescent choroidal neovascularization pattern is seen in the macular area with well defined borders, which are surrounded by a ring of hypofluorescence (hemorrhagic occlusion). The hypofluorescent bad is surrounded by a ring of hyperfluorescence."
figure01-05-12c,"Choroidal neovascularization. c For mid-FFA, fluorescent leakage of neovascularization is seen as a hyperfluorescent cluster. The hyperfluorescent ring around the neovascularization changes with the background fluorescence."
figure01-05-12d,"Choroidal neovascularization. d For late FFA, fluorescent leakage of neovascularization is seen as a hyperfluorescent mass that does not regress in the late stage. The hyperfluorescent ring surrounding the neovascularization changes with the background fluorescence and partially regresses in the late stage."
figure01-05-13b,"Retinal microangioma. b For early FFA, the microangioma is seen as a round, hyperfluorescent spot (white arrow)."
figure01-05-13c,"Retinal microangiomas. c For advanced stages of FFA, some microangiomas are seen to have diminished fluorescence (as shown by the small white arrows over the subnasal macula and optic disc), and some microangiomas are seen to have fluorescence leakage (as shown by the large white arrow over the temporal side of the macula)."
figure02-02-02,ICGA image of high myopia with cataract. The choroidal vascular pattern is clear. It can be seen that mild cataract has no significant effect on ICGA.
figure02-05-01a,"Early images of ICGA in a 13-year-old normal subject. a is 12 seconds after the injection of indocyanine green, which shows that the arterioles in the macula are first filled, and that a vertical area of distraction is visible near the optic disc as a dark area that is not yet fluorescent and filled."
figure02-05-01b,"Early image of ICGA in a 13-year-old normal subject. b shows fluorescence filling of the watershed area 14 seconds after dye injection, and the choroidal arterioles are seen to be thin, tortuous, and more densely distributed."
figure02-05-01c,"Early image of ICGA in a 13-year-old normal subject. c is 18 seconds after dye injection, and the choroidal vein pattern is not visible in the macula. Thicker choroidal veins are visible near the lower vascular arches, which have a straighter alignment than the arteries in comparison."
figure02-05-01d,"Early image of ICGA in a 13-year-old normal subject. d is 20 seconds after dye injection, and the choroidal vein pattern is not visible in the macula. Thicker choroidal veins are visible near the lower vascular arches, which have a straighter alignment than the arteries in comparison."
figure02-05-02a,"Mid- to late-stage ICGA images of a 13-year-old normal subject. a shows the choroidal vascular structure, which is not visible 10 minutes after dye injection."
figure02-05-02b,"Mid- to late-stage ICGA image of a 13-year-old normal subject. b shows the partial emptying of the dye from the vessels 20 minutes after dye injection, and the retinal vascular morphology is not visible."
figure02-05-02c,"Mid to late ICGA image of a 13-year-old normal subject. c is 27 minutes after dye injection, with partial regression of the background fluorescence, and dark outlines of choroidal vessels visible against the background fluorescence."
figure02-05-03a,"ICGA images of a 30-year-old normal subject. a is 13 seconds after the injection of indocyanine green, which shows that the arterioles in the macular region are seen to fill first, and the vertical zone of division near the optic disc is seen to be relatively sluggish in filling."
figure02-05-03b,ICGA image of a 30-year-old normal subject. b shows the complete filling of the watershed area 16 seconds after dye injection.
figure02-05-03c,"ICGA image of a 30-year-old normal subject. c is the temporal lateral periphery 21 minutes after dye injection, where a dark outline of thick choroidal vessels is visible."
figure02-05-03d,"ICGA image of a 30-year-old normal subject. d is the posterior pole 21 minutes after dye injection, and a dark outline of the retinal vessels is visible. Background fluorescence is partially regressed."
figure02-05-08,"Variation of the vortex vein. The vortex vein is located at the posterior pole of the thousand, below the macular nose."
figure02-05-09,"Variation of the vortex vein. The vortex vein is located at the posterior pole, temporal to the macula."
figure02-05-10,Vortex vein variant. The thick volar vein is located adjacent to the optic disk (white arrow).
figure02-05-11a,"Normal ICGA image of a case of an 80-year-old man. a is 16 minutes after injection of the dye, which shows a marked decrease in the number of choroidal arterioles compared with younger people."
figure02-05-11b,"Normal ICGA image of an 80-year-old man. b shows the choroidal vascular structure 10 minutes after dye injection, with small patches of hypofluorescent areas visible in the macula (white arrows)."
figure02-05-11c,"Normal ICGA image of an 80-year-old man. c is 25 minutes after dye injection, background fluorescence is still strong, and choroidal vascular patterns are still visible. Small patches of hypofluorescent areas in the macula are more pronounced (white arrows)."
figure02-06-01b,"Fundus image of atrophic changes in the RPE - showing translucent fluorescence. b For early ICGA, the structure of the choroidal vessels in the corresponding part of the RPE atrophic foci is seen to be relatively clearer. In the inferotemporal portion of the circular macular lesion, only the choroidal macrovascular structures are visible, suggesting concomitant atrophic changes in the choroidal capillaries at this site (white arrow)."
figure02-06-01c,Fundus image of RPE atrophic changes - showing translucent fluorescence. c is a mid-ICGA image showing some gradual isofluorescence (thick arrows) and some more pronounced hypofluorescence (thin arrows) in the corresponding parts of the RPE atrophic lesion.
figure02-06-01d,Fundus image of RPE atrophic changes - showing translucent fluorescence. d is a late ICGA image showing some gradual isofluorescence (thick arrows) and some more pronounced hypofluorescence (thin arrows) in the corresponding parts of the RPE atrophic lesion.
figure02-06-02b,Fundus image of traumatic retinopathy - showing translucent fluorescence. b Early stage of ICGA with translucent choroidal macrovessels within the lesion and pigmentation obscuring the fluorescence. c Early stage of ICGA with translucent choroidal macrovessels within the lesion and pigmentation obscuring the fluorescence.
figure02-06-02c,"Fundus image of traumatic retinopathy - showing translucent fluorescence. c is an advanced stage of ICGA, with hypofluorescence in the lesion area due to pigment occlusion and choroidal capillary atrophy."
figure02-06-03a,"Fundus image of an RPE tear - showing translucent fluorescence. a ICGA image of an RPE tear in the ARMD well. a Early in the contrast period, a supratemporal macular flake of hypofluorescence is seen as a result of the flap of the RPE tear flap obscuring the fluorescence. Translucent fluorescence changes due to the RPE tear are seen above and below the hypofluorescent foci."
figure02-06-03b,"Fundus image of an RPE tear - showing translucent fluorescence. b is an ICGA image of an RPE tear in the ARMD well, b is a late ICGA image showing increased fluorescence at the CNV in the macula. the RPE tear tumbling flap still obscures fluorescence, and the fluorescence at the RPE tear is the same as that of the surrounding tissue. above the RPE tear is the retinal Above the RPE tear was the retinal detachment, which showed relatively low fluorescence."
figure02-06-03c,"Fundus image of an RPE tear - showing translucent fluorescence. c is an FFA image, which shows the RPE tear as hyperfluorescent with clear borders, which is more prominent than the ICGA manifestation. c is an FFA image, which shows the RPE tear as hyperfluorescent with clear borders, which is more prominent than the ICGA manifestation. c is a round fluorescence accumulation visible above the RPE tear focus, which is due to detachment of the retinal neuroepithelium."
figure02-06-03d,"Fundus image of an RPE tear - showing translucent fluorescence. d is an FFA image showing the RPE tear as hyperfluorescent with clear borders, which is more prominent than the ICGA presentation. circular fluorescence accumulation is seen above the RPE tear foci, which is due to detachment of the retinal neuroepithelium."
figure02-06-04b,"Highly myopic color fundus image and ICGA image - showing scleral staining and hyperfluorescence. b Early in the ICGA contrast, the posterior pole is seen to appear abnormally well defined in terms of large vessels due to atrophy of the choroidal capillaries."
figure02-06-04c,Highly myopic color fundus image and ICGA image - showing scleral staining and hyperfluorescence. c Late ICGA contrast with extensive fluorescent staining of the sclera in the macular area.
figure02-06-05b,"Choroidal vascular variant color fundus image and ICGA image. b Early stage of ICGA, with clumped hyperfluorescence over the optic disc visible."
figure02-06-05c,"Choroidal vascular variant color fundus image and ICGA image. c Early stage of ICGA, with clumped hyperfluorescence over the optic disc visible."
figure02-06-05d,"Choroidal vascular variant color fundus image and ICGA image. d is mid-ICGA, and hyperfluorescence over the optic disc is seen to increase with background fluorescence."
figure02-06-05e,"Choroidal vascular variant color fundus image and ICGA image. e is an intermediate to advanced stage of ICGA, with visible hyperfluorescence clusters above the optic disc gradually regressing as background fluorescence diminishes."
figure02-06-05f,"Choroidal vascular variant color fundus image and ICGA image. f For the middle to late stage of ICGA, a hyperfluorescent cluster above the optic disc is seen to gradually regress as the background fluorescence diminishes."
figure02-06-06a,ICGA image of uveitis - showing fluorescence leakage. a An early ICGA image with no obvious abnormal fluorescence.
figure02-06-06b,ICGA image of uveitis - showing fluorescence leakage. b is an early ICGA image with no obvious abnormal fluorescence.
figure02-06-06c,ICGA image of uveitis - showing fluorescent leakage. c is a mid to late stage ICGA image with fluorescent leakage visible near the upper vascular arch.
figure02-06-06d,ICGA image of uveitis - showing fluorescent leakage. d is a mid to late stage ICGA image with fluorescent leakage seen near the upper vascular arch.
figure02-06-08a,"ICGA image of Harada's disease - showing fluorescence leakage due to inflammation. a Early stage of ICGA contrast, with choroidal fluorescence leakage making the choroidal vascular structures appear blurred."
figure02-06-08b,"ICGA image of Harada's disease - showing fluorescent leakage due to inflammation. b A late stage of ICGA imaging, with diffuse fluorescent leakage from the posterior pole and fluorescent accumulation in the retinal detachment area visible."
figure02-06-08c,"ICGA image of Harada's disease - showing fluorescent leakage due to inflammation. c is a late stage ICGA image, with diffuse fluorescent leakage visible at the posterior pole and fluorescent accumulation in the retinal detachment area."
figure02-06-09b,"Fundus image of age-related macular degeneration - showing fluorescent leakage. b is an early ICGA image, with hypofluorescence visible corresponding to the hemorrhage. A hyperfluorescent spot (for active choroidal neovascularization) is visible at the temporal margin of the hypofluorescent focus."
figure02-06-09c,"Fundus image of age-related macular degeneration - showing fluorescence leakage. c is an advanced stage of ICGA, with more pronounced hypofluorescence at the hemorrhage and enhanced and enlarged hyperfluorescent dots at its temporal margins, suggesting fluorescence leakage. Tiny hyperfluorescent dots are visible around the optic disc as poikilodisc warts."
figure02-06-10b,"Fundus image of high myopia combined with old choroidal neovascularization - showing fluorescence leakage and tissue atrophic filling defects. b Late FFA contrast, fluorescence leakage of choroidal neovascularization in the macula is seen (thick arrow). Fluorescence accumulation at the superior vascular arch retinal detachment (thin arrow)."
figure02-06-10c,"Fundus image of high myopia combined with old choroidal neovascularization - showing fluorescence leakage and tissue atrophic filling defects. c Early stage of ICGA contrast, only hypofluorescence masking (thick arrows) due to pigmentation is seen in the macular area, with no manifestation of hyperfluorescence. The choroidal atrophic arc shows hypofluorescence."
figure02-06-10d,"Fundus image of high myopia combined with old choroidal neovascularization - showing fluorescence leakage and tissue atrophic filling defects. d is a late ICGA contrast image showing fluorescence leakage of choroidal neovascularization in the macula (thick arrows), with consistent hypofluorescence occlusion of pigmentation. Fluorescence accumulates in the retinal detachment area at the superior vascular arch (thin arrow). The choroidal atrophic arc remains hypofluorescent."
figure02-06-11b,Age-related macular degeneration fundus image - showing hemorrhage obscuring fluorescence. b is an early ICGA image with no significant hyperfluorescence in the macula. Only small patches of hypofluorescence masking due to hemorrhage are seen.
figure02-06-11c,"Fundus image of age-related macular degeneration - showing hemorrhages obscuring fluorescence. c For advanced ICGA, fluorescence leakage from choroidal neovascularization is seen."
figure02-06-11d,Age-related macular degeneration fundus image - showing hemorrhage obscuring fluorescence. d is an early FFA image showing choroidal neovascularization pattern with clumped hyperfluorescence. Its surrounding hypofluorescence is due to retinal hemorrhage masking.
figure02-06-12b,"Fundus image of a retinal macroaneurysm - showing abnormal retinal vascular fluorescence. b is an early FFA image showing a hyperfluorescent spot (for the aneurysm) next to the superior temporal branch artery that fills up at the same time as the artery, but it is not possible to see the hyperfluorescent spot in relation to the artery due to retinal hemorrhage occluding it."
figure02-06-12c,"Fundus image of a retinal macroaneurysm - showing abnormal retinal vascular fluorescence. c is an early ICGA image showing a hyperfluorescent spot (for the aneurysm) adjacent to the superior temporal branch artery, located on a grade 2 branch of that artery and filling at the same time as that artery."
figure02-06-12d,"Fundus image of a large retinal aneurysm - showing abnormal retinal vascular fluorescence. d is a late ICGA image, which shows enhanced fluorescence of the aneurysm, and the wall of the arterial canal connected to the aneurysm is fluorescently stained and appears clearer."
figure02-06-13b,"Fundus image of radiation retinopathy - showing fluorescence of abnormal retinal microangiomas. b is an FFA image showing a large area of capillary nonperfusion in the posterior pole, compensatory dilatation of capillaries at the edges of the nonperfused area, and multiple microangioma formations in the form of unevenly sized hyperfluorescent dots."
figure02-06-13c,Fundus image of radiation retinopathy - showing fluorescence of abnormal retinal microangiomas. c is an early ICGA image.
figure02-06-13d,"Fundus image of radiation retinopathy - showing fluorescence of abnormal retinal microangiomas. d is a late ICGA image, which shows that microangiomas are more pronounced in the late stages and appear as hyperfluorescent dots, but only the larger microangiomas are able to be visualized."
figure02-06-14b,"Fundus image of Coats disease - showing fluorescence of an abnormal retinal hemangioma. b is an FFA image showing extensive retinal vasodilatation in the temporal periphery in the form of a fishnet, and retinal hemangiomas of varying sizes. White arrows indicate larger retinal hemangiomas."
figure02-06-14c,Coats disease fundus image - showing abnormal retinal hemangioma fluorescence. c is an early ICGA image showing larger retinal hemangiomas as hyperfluorescent dots.
figure02-06-14d,"Fundus image of Coats disease - showing abnormal retinal hemangioma fluorescence. d is an ICGA intermediate image showing larger retinal hemangiomas as hyperfluorescent dots, with late fluorescence leakage (white arrows)."
figure02-06-16a,Color FFA image of retinal angioid streaks - showing fluorescence staining. a is an early FFA image showing angioid streaks that are hyperfluorescent staining in the early stages. b is an early FFA image of the retina. c is an early FFA image of the retina. d is an early image of the retina. Choroidal neovascularization is seen in the macula and is hyperfluorescent in the early stages.
figure02-06-16b,Color FFA image of retinal angioid streaks - showing fluorescent staining. b is a late FFA image with visible angioid streaks fluorescently stained in the late stage. Choroidal neovascularization is seen in the macula with late leakage.
figure02-06-16c,Color ICGA image of retinal angioid streaks - showing fluorescence staining. c is an early image of ICGA contrast with angioid streaks showing no significant fluorescence changes in the early stages. Choroidal neovascularization shows no hyperfluorescence in the early stages.
figure02-06-16d,Color ICGA image of retinal angioid streaks - showing fluorescence staining. d is a late ICGA contrast image with angioid streaks fluorescently staining in the late stages. Choroidal neovascularization is mildly fluorescent leaking in the late stage.
figure02-06-17b,"Retinal vitreous warts fundus image - showing fluorescent staining. b A late ICGA contrast image showing fluorescent staining of vitreous warts in the form of punctate hyperfluorescence, which is more numerous than in the color fundus image."
figure02-06-17c,"Fundus image of retinal vitreous warts - showing fluorescent staining. c is an early FFA image, which shows vitreous warts as hyperfluorescent dots that vary with the background fluorescence, much less than the number shown on the ICGA."
figure02-06-17d,"Fundus image of retinal vitreous warts - showing fluorescent staining. d is a late FFA image, which shows the vitreous warts as hyperfluorescent dots that vary with the background fluorescence, much less than the number shown on ICGA"
figure02-06-18b,"Idiopathic polypoid choroidal vasculopathy (PCV) combined with hemorrhagic pigment epithelial detachment (PED). b Early stage of ICGA, the PED is seen to be hypofluorescent with fluid flatness in the lower 2/3 of the PED (due to subepithelial hemorrhage of the pigment epithelium), and hyperfluorescent in the upper 1/3 of the PED (due to subepithelial accumulation of pigment epithelium fluorescence). Several hyperfluorescent spots with expanded choroidal vessel ends are seen in the vicinity of the PED cutout."
figure02-06-18c,"Idiopathic polypoid choroidal vasculopathy (PCV) combined with hemorrhagic pigment epithelial detachment (PED). c is an image of an intermediate to late stage ICGA, where hyperfluorescence is seen more prominently above the PED (accumulation)."
figure02-06-18d,"Idiopathic polypoid choroidal vasculopathy (PCV) combined with hemorrhagic pigment epithelial detachment (PED). d is an image of ICGA in the mid- to late stages of the disease, and hyperfluorescence is seen to be more pronounced over the PED (accumulation)."
figure02-06-19b,Fundus image of traumatic retinopathy - showing pigment-obscured fluorescence. b is an FFA image that shows low fluorescence occlusion corresponding to the melanin plaques.
figure02-06-19c,"Fundus image of traumatic retinopathy - showing pigment-obscured fluorescence. c For early ICGA, the melanin plaques are seen to be hypofluorescently occluded at the corresponding places, but the extent of occlusion is smaller than that of the FFA image and the degree of occlusion is relatively mild, and the subsequent choroidal macrovascular morphology can be visualized translucently at an early stage."
figure02-06-19d,"Fundus image of traumatic retinopathy - showing pigment masking fluorescence. d is advanced ICGA, with visible melanin plaques corresponding to hypofluorescent masking, but the masking is less extensive than in the FFA image, and the degree of masking is relatively mild."
figure02-06-20b,"Fundus image of age-related macular degeneration - showing hemorrhage obscuring fluorescence. b is an FFA image showing the hemorrhage completely obscuring choroidal fluorescence, and a fluorescence leakage point is seen at the cutout of the hemorrhage."
figure02-06-20c,"Fundus image of age-related macular degeneration - showing hemorrhage obscuring fluorescence. c is an early image of ICGA, with fluorescence of choroidal vessels still translucent in the relatively thin upper half of the hemorrhage, while fluorescence is completely obscured in the thicker lower half of the hemorrhage. There is fluorescence leakage (choroidal neovascularization) at the cut-off of the hemorrhage."
figure02-06-20d,Age-related macular degeneration fundus image - shows hemorrhage obscuring fluorescence. d is advanced ICGA with enhanced enlargement of choroidal neovascularization leakage (PCV to be ruled out).
