Image_ID,en_caption
figure05-01-08,"Color fundus image of the right eye with congenital optic disc hypoplasia. The optic disc is not visible in the fundus, and there is a large round choroidal retinal defect area with a small amount of residual tissue and large longitudinal traveling blood vessels at the edge of the area. Thicker irregular choroidal vessels are seen throughout the fundus."
figure05-01-09,Color fundus image of a large congenital optic disc depression in the left eye. There is a large depression of the optic disc C/D=0.8 with white color. The narrow disc rim is normal in color and the vascular macula is normal.
figure05-01-10,"Large congenital optic disc depression in the right eye. Figure 5-1-9 Color fundus image of the patient's right eye, which is essentially similar to that of the left eye, with normal coloration of the narrow disc rim."
figure05-01-11,"Color fundus image of a congenital optic disc with a small concavity in the left eye combined with a plasma detachment in the macular area. The optic disc is conspicuously large and not square, with a small temporal concavity that is grayish-white in color and a superficial detachment of plasma in the macula."
figure05-01-12,"Color fundus image of a congenital small partial defect of the optic disc combined with macular plasma detachment in the left eye. The temporal depression of the optic disc is deep and large and expands downward in color, and an oval, shallow retinal detachment area of 2-5 PD in size is seen from the temporal margin of the optic disc to the macula."
figure05-01-13,"Color fundus image of the right eye with congenital marionette syndrome. The optic disc is large, with about 20 arteriovenous vessels, which are distributed outward from the optic disc rim, and there is a yellowish-white ring outside the optic disc, which is also surrounded by an area of pigmented atrophy and extends into the macula in a tongue-like fashion."
figure05-01-14,"Color fundus image of right eye with marionette syndrome. The optic disc is large with a yellow-white rim. There are about 25 thin, straight blood vessels radiating outward from the optic disc rim, and a wider yellow-white ring is visible outside the optic disc rim, with pigmentation on the upper half of the ring, yellow. There is a white ring outside. An incomplete pigmented envelope, a sub-triangular pigmented area on the temporal side protruding into the macula."
figure05-01-15,"Color fundus image of marionette syndrome with anterior vitreous warts of the optic disc in the left eye. The optic disc is obscured by an irregularly rounded translucent grayish-white solid vitreous membrane wart, with a yellowish-white ring around the optic disc, which appears to be slightly elevated with scattered pigmentation. Most of the fine blood vessels are detached from the periphery of the optic disk."
figure05-02-01,"Color fundus image of myelinated nerve fibers in the left eye. The optic disc and its surrounding retina are covered with white fibers, the location of which can only be roughly estimated from the vascularization, and the fibers are dispersed from the optic disc to the peripheral exams, with a grayish, feathery coloration at the margins."
figure05-02-02a,Myelinated nerve fibers in both eyes. a A right color fundus image shows optic disc edema with white feathery changes around it due to myelinated nerve fibers.
figure05-02-02b,"Myelinated nerve fibers in both eyes. b shows a left color fundus image with normal optic disc borders, but white feathery changes are seen both above and below the optic disc, due to myelinated nerve fibers, but lighter than in the right eye."
figure05-02-03,"Color fundus image of a congenital retinal broken fold in the left eye. The optic disc is transversely oval with a membrane on the temporal side, and there is a white thick cord-like fold from the optic disc across the macula and the fundus, with accompanying blood vessels also visible on the fold, and blood vessels in a horizontally oriented pattern adjacent to the fold, with depigmentation and hyperpigmentation of the fundus in the posterior polar region of the eye."
figure05-02-04a,"Congenital hypertrophy of the retinal pigment epithelium in the left eye. a A color fundus image shows a subcircular, deep melanotic lesion about 4 PD transverse diameter in size, well demarcated, with a majority of small, round, depigmented dots (Lacunae) in the lesion, in the fundus below."
figure05-02-05,"Color fundus image of the white male fundus of the right eye. The posterior pole of the fundus is reddish in tone, the edge of the optic disk is slightly unclear, and the retinal vascular distribution is normal and slightly tortuous. The macular position could not be determined from the vascular alignment, and it was not possible to see if there was a central light reflection. Beyond the vascular arches, choroidal vessels of roughly parallel caliber are seen against a white background, beneath the retinal vessels."
figure05-02-06,"Color fundus image of the white male fundus of the left eye. Same patient as Figure 5-2-5, with fundus presentation approximated in both eyes."
figure05-02-07,Color fundus image of the white male fundus of the left eye. The fundus appears red and partially white. The choroidal vascularization is seen to travel and well with the retinal vasculature. The optic disk and retinal vessels are not abnormal.
figure05-03-01,"Color fundus image of a congenital macular defect in the left eye. In the center of the macula, off to the temporal side, there is a transverse oval lesion, about 3.5 PD in size, concave, well defined, with atrophic retinal choroidal tissue within the lesion, and choroidal macrovessels are visible."
figure05-03-02a,Congenital macular defect in both eyes with macular ectasia in the left eye. There is a subcircular defect in each macular area with clear borders and large choroidal vessels faintly visible within the lesions. The lesions are peripherally pigmented. The macular ectasia in the left eye is shifted downward.
figure05-03-02b,Congenital macular defect in both eyes with macular ectasia in the left eye. There is a subcircular defect in each macular area with clear borders and large choroidal vessels faintly visible within the lesions. The lesions are peripherally pigmented. The macular ectasia in the left eye is shifted downward.
figure05-03-03,"Abnormal retinal vessel travel combined with macular ectasia. The retinal vessels of the left eye were pulled toward the temporal side with loss of the normal vascular arch structure. The macula was pulled toward the temporal side, about 6 PD away from the optic disk. There was no history of oxygen intake in this case, the periphery of the left eye was normal, and the right eye was normal."
figure05-03-04a,"Macular folds in a highly hyperopic fundus. a is a color fundus image of the right eye. The optic disc is still clear with a red rim, the arterial and venous vessels are tortuous, and the macula is hidden by a grayish-white horizontal strip of elevation, or fold (the child's poor cooperation makes the image less clear)."
figure05-03-04b,"Macular folds, highly hyperopic fundus. b is a color fundus image of the left eye. The optic disc color is normal with a slightly unclear margin. The arterial and venous vessels are both tortuous. The macula is visible as a grayish-white horizontal strip of elevation forming a fold, which is clearer than in the right eye."
figure05-04-01,"Color fundus image of the right eye with congenital abnormal vascular distribution of the optic disc. The optic disc is pale in color, with no vascular distribution in the upper half of the optic disc, and the vessels in the lower half of the optic disc are distributed laterally to the upper half of the optic disc; the vessels in the lower part of the optic disc are also seen to travel in a broom-like manner downward, and then to the temporal side and the lower part of the nasal side; there is a disorder of the fundus pigmentation at the posterior pole, and the macular boundaries are not clearly defined and are dislocated. Multiple ""animal tracks""-like pigment aggregates are seen."
figure05-04-02a,"Color fundus image of optic disc arterial loops (both eyes) with vitreous hemorrhage and anastomotic vessels. a is a color fundus image of both eyes: vascular loops over both optic discs, with an abnormal vascular anastomosis over the temporal surface of the right eye (a), and curved preretinal hemorrhage and vitreous hemorrhage seen at the lower vascular arch."
figure05-04-02b,"Color fundus image of optic disc arterial loops (both eyes) with vitreous hemorrhage and anastomosing vessels. b is a color fundus image of both eyes: vascular loops over both optic discs, with ciliary retinal arterioles seen as umbrella handles rising individually from the temporal side of the optic disc in the left eye (b)."
figure05-04-04,Color fundus image of an arterial loop in the optic disc. Large vascular loops are visible above the optic disc in the left eye.
figure05-04-06,"Optic disc arterial loops with CRVO color fundus image. Vascular loops over the optic disc in the left eye, scattered tiny hemorrhages throughout the fundus, and slightly tortuous dilated retinal veins."
figure05-04-08a,Fundus image of the venous loops of the optic disc in the left eye. a is a color fundus image with the vascular loops visible above the optic disc.
figure05-04-09,Stale CRV0 color fundus image of the left eye. It shows acquired optic disc vein loops with several vascular loops instead of one.
figure05-04-10,"Color fundus image of the ciliary retinal artery in the left eye. The ciliary retinal artery originates from the optic disc alone and resembles an ""umbrella handle,"" but this artery is thicker and divides into two branches near the macula, traveling superiorly and inferiorly to feed the macula.FFA confirms that this vessel was fluorescently filled earlier."
figure05-04-11,"Color fundus image of the ciliary retinal artery in the left eye. The ciliary retinal artery originates from the optic disc alone, but divides into two branches on the surface of the disc, traveling superiorly and inferiorly through the macula to feed the macular region."
figure05-04-14,"Color fundus image of a giant retinal vessel in the right eye. A giant retinal vein from below is visible, passing through the macula and draining the retina horizontally dividing the retina above and below the retina. The macula is slightly displaced downward."
figure05-05-01a,"Color fundus image of a choroidal defect in the left eye. a Shows that part of the optic disc is visible in the upper left of the image, a large whitish area (i.e., the defect area) is visible in the temporal aspect of the optic disc, with some pigmentation around the edges, retinal blood vessels pass through this area, and the temporal edge of the defect is visible."
figure05-05-01b,"Color fundus image of the choroidal defect in the left eye. b shows the fundus below the nasal aspect of the optic disc, where the whitish defect area is seen to continue below the nose, and the nasal margin of the defect is visible, with a large area of hyperpigmentation within the margin."
figure05-05-01c,"Color fundus image of the choroidal defect in the left eye. c shows a transverse oval shape of the optic disc with normal vascular distribution in the upper half of the disc, and a peripapillary atrophic area connecting to the area of the defect below."
figure05-05-02a,"Color fundus image of choroidal defect in the right eye. The right eye of the patient is shown in Figure 5-5-1. a shows the optic disc and the fundus below, including the optic disc and extending downward, with an oblong 4-5 PD whitish area, the defect area. b The choroidal defect area has a clear margin and a slightly concave area in the center of the choroidal defect area that is the size of the optic disc. The margins are clear, and pigmentation can be seen within the nasal margin. In the center of the defect area, there is a slightly concave area the size of the optic disc, with blood vessels crawling out from its margins, rather like another optic disc. The vascularization in this area is irregular."
figure05-05-02b,Color fundus image of a choroidal defect in the right eye. For the right eye of the patient in Figure 5-5-1. b Shows the fundus temporal to the optic disc.
figure05-05-02c,"Color fundus image of a choroidal defect in the right eye. For the right eye of the patient in Figure 5-5-1. c Shows another sectoral area of defect just below the area of the defect in Figure a, right up to the periphery."
figure05-05-03,"Color fundus image of a choroidal defect in the left eye. The optic disc is transversely elliptical, and from the inferior margin of the optic disc, a scalloped whitish area is seen, with clear margins and scattered pigmentation in the area. Retinal vessels pass through this area."
figure05-05-04,"Color fundus image of a choroidal defect in the left eye. Immediately below the optic disc in the fundus, a subcircular whitish area, the choroidal defect, is seen, with pigmentation within the margins of the defect. Retinal blood vessels are traveling over it."
figure05-06-01,"Vitreous artery remnant color fundus image. A translucent strip is seen in front of the optic disk of the right eye, which flutters with eye movements. Folds are hidden in the macula."
figure05-06-02a,"Color fundus image of a vitreous cyst in the left eye. a shows a translucent, round cyst about 2 PD in size in the vitreous that moves with the eye's rotation in front of the macula, which is just in the way of the macula when photographed, and is still permeable to the retinal vessels below."
figure05-06-02b,"Color fundus image of a vitreous cyst in the left eye. b shows that the left eye has returned to its original position when viewed downward, and the cyst is still below the macula and has not returned to its original position."
figure05-06-02c,Color fundus image of a vitreous cyst in the left eye. c shows that the cyst has basically reached the pre-macular position.
figure06-01-01,"Color fundus image of ischemic central retinal vein obstruction in the left eye. The central retinal vein is tortuous and angry, with hemorrhages throughout the fundus, and massive flame-like hemorrhages at the posterior pole, obscuring some of the vessels, with numerous white cotton wool spots."
figure06-01-03,Color fundus image of ischemic central retinal vein obstruction in the right eye. The central retinal vein is tortuous and angry with massive flame hemorrhages that obscure some of the vessels. Multiple cotton wool spots at the posterior pole. Partial complete occlusion of the superior temporal branch vein with a white line.
figure06-01-05,"Color fundus image of an old ischemic central retinal vein obstruction in the left eye. The central retinal vein is tortuous and angry, the retinal hemorrhage is mostly absorbed, and a mass of yellowish-white lipoidal exudate remains in the macula."
figure06-01-19,"Color fundus image of an old central retinal vein obstruction in the right eye. The retinal veins are tortuous and dilated, with a few scattered hemorrhages and a large yellowish-white hard exudate at the posterior pole."
figure06-01-21,"Non-ischemic CRVO color fundus image of the right eye - shows macular cystoid edema. The central vein is tortuous and dilated, more flame retinal hemorrhages are seen, and macular edema is seen."
figure06-01-23,"Non-ischemic CRVO color fundus image of the right eye - shows diffuse macular cystoid edema. The central vein is tortuous and dilated, a few retinal hemorrhagic spots and hard exudates are seen, and macular edema is present."
figure06-01-25,"Color fundus image of the left eye with old non-ischemic central retinal vein obstruction combined with macular atrophy. The central retinal vein is mildly tortuous and dilated, and pigmentation and depigmentation are seen in the macula."
figure06-01-27,"Color fundus image of the left eye with old non-ischemic central retinal vein occlusion combined with macular schisis. The central retinal vein is mildly tortuous and dilated, and a circular lacuna is seen in the macula."
figure06-01-29,"Color fundus image of the left eye with old non-ischemic central retinal vein obstruction combined with macular pigmentation. The central retinal vein is mildly tortuous and dilated, and atrophic changes and melanosis are seen in the macula."
figure06-01-31,"Color fundus image of macular small branch vein obstruction in the left eye. Retinal hemorrhage in the area of distribution of the retinal superior temporal small branch vein,. White cotton wool spots are also seen."
figure06-01-33,"Color fundus image of the right eye with superior temporal branch vein obstruction. The retinal superior temporal branch vein has multiple retinal hemorrhages in its distribution from the first arteriovenous crossing, obscuring the vessels, and the lesion has a typical triangular distribution with the tip pointing toward the vein obstruction."
figure06-01-35,"Color fundus image of retinal superior temporal branch vein obstruction in the right eye. The small superior temporal branch vein of the retina, starting from the first arteriovenous crossing, has an uneven diameter and is partially completely occluded in the form of a white line. Retinal hemorrhages, exudates and edema are seen in its distribution area."
figure06-01-37,"Color fundus image of an old retinal superior temporal branch vein obstruction in the left eye. The retinal superior temporal branch vein is tortuous and dilated, and because of its long duration of onset, the hemorrhage is partially absorbed within its area of distribution, but it is surrounded by a large amount of hard yellow exudate."
figure06-01-41,Color fundus image of 3/4 branch vein obstruction in the right eye. Obstruction of the inferior half and superior temporal branch veins of the right eye with massive flame-like fundus hemorrhage within the area of obstruction.
figure06-01-45,"Color fundus image of an old branch vein obstruction with collateral circulation formation in the right eye. From the optic disc, the blood vessels are tortuous and thin in the retina in the area of the superior temporal branch vein distribution. Lateral circulation formation is seen temporally above the optic disc in the form of loops. The small superior branch veins are occluded and appear as white lines."
figure06-01-47,"Color fundus image of the left eye with old branch vein obstruction combined with optic disc neovascularization. From the optic disc, a small number of hemorrhagic spots in the retina's temporal superior retinal vein distribution area, extensive retinal vascular white lines in its distribution area, involvement of retinal arterioles, and unclear optic disc borders."
figure06-01-49,"Color fundus image of the right eye with obliterated branch vein obstruction combined with macular schisis. Most of the superior temporal branch vein of the right eye is occluded with a white line. There is anterior membrane in the macular area, localized small vessel pulling and cross shaping, and a full macular lacunar formation in the center of the macula."
figure06-01-51,Color fundus image of the right eye with old branch vein obstruction combined with optic disc neovascularization. Scattered hemorrhagic spots in the upper half of the retina and thick neovascularization visible over the optic disc.
figure06-01-53,"Color fundus image of the right eye with old branch vein obstruction combined with optic disc neovascularization. Scattered hemorrhagic spots in the retinal temporal retinal vein distribution area from the optic disc, surrounded by a large amount of yellowish-white lipidic exudate, with unclear optic disc borders."
figure06-01-57,"Color fundus image of branch vein obstruction with detached retinal pulling in the right eye. The superior temporal branch vein of the right eye shows a white line with a white proliferative membrane stretching superiorly temporally from the optic disk, with localized retinal detachment by pulling."
figure06-01-59,Color fundus image of macular small branch vein obstruction with localized macular cystoid edema in the left eye. Tortuous small branch temporal macular vein in the left eye with retinal hemorrhage in its distribution area surrounded by a hard yellowish-white like exudate. Macular adventitia formation with involvement of the underlying vascular arch.
figure06-01-61a,Color fundus images before and after surgery for branch retinal vein occlusion. a Before treatment.
figure06-01-61b,"Color fundus images before and after surgery for branch retinal vein occlusion. b is 1 month after retinal arteriovenous sheathotomy, which shows that most of the retinal hemorrhage was absorbed."
figure06-02-11,"Color fundus image of retinal vasculitis combined with macular hole in the right eye. Grayish-white vitreous clouding is seen above the optic disc nose, and a round macular hole is seen in the center of the macula, with a halo of localized shallow retinal detachment around it."
figure06-02-13,Color fundus image of retinal vasculitis combined with macular antrum in the left eye. There is a gray membrane with radial retinal folds and small tortuous vessels in the macula. There are small retinal hemorrhages in the lower part.
figure06-02-15,Retinal vasculitis with proliferative retinopathy in the left eye. A grayish-white membrane with small localized hemorrhages is seen at the lower vascular arches.
figure06-02-16,"Retinal vasculitis with proliferative retinopathy in the right eye. There is neovascularization near the optic disc with local hemorrhages, and a bad proliferative membrane is formed along the vascular arch, with neovascularization and lamellar hemorrhages visible on the membrane and its periphery. Small blood vessels in the peripheral part are in the form of white lines. There are folds and yellow exudates in the macula."
figure06-03-07,"Color fundus image of retinal vasculitis combined with aneurysm IRVAN syndrome in the right eye. Vasodilatation on the optic disc, on the main trunk of the temporal superior and inferior arteries, multiple aneurysms were seen, with oozing from the arterial walls, yellow oozing dots on the retina adjacent to them, a small amount of hemorrhage, and a whitish line at the end of the temporal arteries of the fundus, with most round hemorrhagic dots scattered. In this case, there were signs of uveitis on examination, and FFA showed hyperfluorescence of the optic disc with peripheral areas of no perfusion."
figure06-03-14a,"IRVAN syndrome in both eyes. a is a color fundus image of the right eye with a hemangioma on the optic disc, aneurysms of the superior temporal and inferior nasal arteries, and multiple lipid exudates around the optic disc."
figure06-03-14b,"IRVAN syndrome in both eyes. b is a color fundus image of the left eye with hemangiomas in the optic disc, aneurysms over the optic disc and on the inferior temporal artery, and multiple lipid exudates around the optic disc as well."
figure06-03-15,"Color fundus image of IRVAN syndrome in the right eye. Vessels entering and exiting the optic disc root are expanded in an aneurysmal fashion, and angiomatous expansion of the retinal arteries out of the optic disc rim is seen, with venous filling, uneven diameters, and an incomplete circumferential exudate about 1 PD away from the periphery of the optic disc."
figure06-03-17,"Left eye lRVAN syndrome. Figure 6-3-15 Color fundus image of the patient's left eye, with optic disc changes similar to those of the right eye, and an aneurysmal expansion of the vascular root of the exophthalmos. About five hemangiomatous enlargements are seen on the arteries not far from the peripapillary area. There was a ring of exudate around the optic disc. There is about 1/2 PD round pigmented scar in the center of the macula, and dense lipid exudates are seen nasally and inferiorly."
figure06-05-06,"Color fundus image of tree ice retinal vasculitis (recurrence). Figure 6-5-3 Patient relapsed six months after cure with macular edema and reappearance of the white sheath of the superior temporal vessels. After treatment with glucocorticoids, the patient improved. Now has been followed up for two years, no recurrence."
figure07-01-01a,Fundus image of the right eye with obsolete central retinal artery obstruction. a A color fundus image with a thin central retinal artery and a pale optic disc with clear borders.
figure07-01-02,Color fundus image of an old central retinal artery obstruction in the left eye. The central retinal artery is seen to be extremely thin with a white sheath. The optic disc color is pale. Mild retinal edema remains in the posterior pole retina.
figure07-01-04,"Color fundus image of the left eye with central retinal artery obstruction without ciliary artery obstruction. The central retinal artery is thin with grayish-white retinal edema in the posterior pole of the fundus. There is a small patch of normal retinal color from the optic disc to the center of the macula, and this area is supplied by a small ciliary artery."
figure07-02-01,"Color fundus image of the right eye with obstruction of the infratemporal branch artery. A bloody embolus (white arrow) is seen in the retinal infratemporal branch artery, whose distal arteries are thin and of uneven diameter. Grayish edema of the retina in its area of distribution, involving the underside of the macula."
figure07-02-03,"Color fundus image of the right eye after treatment of infratemporal branch artery occlusion.The day after YAG laser embolization, a small local retinal hemorrhage (white arrow) was seen, and its distal arterial diameter was thickened compared with that before treatment."
figure07-02-05,"Color fundus image of branch retinal artery obstruction. The image shows retinal edema in the upper half of the retina, involving the upper macula, with thinning of both the arterioles and veins of the upper half of the retina, and yellowish-white tethers (arrows) visible on the optic disc."
figure07-02-06,"Color fundus image 5 minutes after laser embolization of branch retinal artery obstruction. Both the superior retinal artery and vein are thickened (arrows), indicating restored blood flow."
figure07-02-09,"Color fundus image 5 days after treatment of branch retinal artery occlusion. The retinal arterioles and veins were normal in diameter and color, and the retinal edema had subsided significantly."
figure07-02-10,Color fundus image of the right eye with obliterated branch artery obstruction. The small temporal branch arteries of the right eye are thinned (white arrows) and pigmentation disorders are seen in the macula. Retinal edema has completely subsided.
figure07-02-12,Color fundus image of branch retinal arteries combined with branch vein obstruction in the left eye. Most of the retina is cotton-wool white with a few retinal hemorrhages in the area of the superior temporal branch arteriovenous distribution. Localized arterioles are thin and veins are tortuous and dilated.
figure07-02-14,"Color fundus image of ciliary artery obstruction in the right eye. A branch of the ciliary artery is seen on the temporal side of the optic disc in the right eye, with limited grayish edema of the retina in its distribution area."
figure07-02-15,"Color fundus image of the right eye during recovery from ciliary artery occlusion. The retinal edema has subsided, but the ciliary retinal artery is thinning."
figure07-02-16,Color fundus image of ciliary artery obstruction combined with central retinal vein obstruction in the left eye. There is a ciliary retinal artery superior to the temporal aspect of the optic disk with an uneven diameter. Tongue-shaped grayish-white retinal edema in its distribution area.
figure07-03-01a,"Drug-embolic retinal multibranched small arterial occlusion in the right eye. a is a color fundus image with multiple areas of confined, grayish-white retinal edema (arrows) seen in the macula and inferior vascular arch."
figure07-03-01b,"Drug embolic retinal multibranched small arterial occlusion in the right eye. b is a color fundus image with a white embolus visible in the artery superior to the temporal, arrow-fingered portion of the fundus."
figure07-03-03,"Far reaching retinopathy of the left eye. Massive cotton-wool spots around the optic disk, caused by small pre-capillary arteriolar cold block."
figure07-03-04,"Color fundus image of a patient with far reaching retinopathy in the left eye during recovery. After several weeks, the silk-cotton spots had largely disappeared. Visual acuity returned to 0.2."
figure07-04-01a,"Fundus image of the right eye with orbital aponeurotic syndrome - ophthalmic artery obstruction. a In the color fundus image, the central retinal artery and vein are seen to be in a whitish line, and the optic nerve and its surrounding tissues are atrophied, with localized large areas of hyperpigmentation. Extensive retinal edema is still seen in the macula."
figure07-05-01,"Color fundus image of segmental peripapillary retinal arteritis in the right eye. On the four main branches of the retinal arteries, as well as on the nasolateral arteries, most yellowish-white exudate spots are seen as soon as they exit the optic disk, some of them are like finger rings on the arteries, and the veins do not show any abnormality. The optic disk and macula were normal."
figure07-05-02,Color fundus image of segmental peripapillary retinal arteritis in the left eye. Most yellow dots are seen on the walls of the upper and lower 2 retinal arteries on the nasal fundus.
figure07-05-03,"Color fundus image of peripapillary retinal arteritis (peripheral vasculitis) in the left eye. In the subnasal peripheral portion of the fundus, a grayish-white exudate is seen extending straight down (not shown in the image) in the form of a snow bank."
figure07-06-01a,"Fundus image of a large retinal aneurysm in the left eye. a In the color fundus image, the aneurysm is visible in the wall of the branching artery below the macula, which is round and red. There is localized hemorrhage and a small amount of circumferential hard exudate. The yellowish-white elevated foci above it are the result of an old preretinal hemorrhage."
figure07-06-02a,"Fundus image of a large retinal aneurysm in the left eye. a is a color fundus image of the left eye with a large red round aneurysm about 1/2 PD in size off-center of the macula. The aneurysm is surrounded by a hemorrhage, and the hemorrhage is surrounded by a yellowish-white exudate. There is also a small hemangioma on the temporal side of the macula."
figure07-07-01,"Color fundus image of the left eye with combined central retinal artery and vein obstruction. The optic disc is edematous with poorly defined borders, the surface is covered by hemorrhages, veins are filled, and scattered retinal hemorrhages are present. Grayish-white edema around the optic disc and macula."
figure07-07-03,"Color fundus image of the central retinal artery combined with venous obstruction in the right eye. The central retinal artery is thin, with milky white edema around the optic disk and slightly dilated and tortuous veins. Scattered small retinal hemorrhages."
figure07-07-07,"Color fundus image of the left eye with central retinal artery block combined with vein block. The edema of the optic disk was indistinct, the surface was covered by hemorrhages, the veins were full, and the dense hemorrhages from the optic disk were distributed outward in a discrete manner, some of which obscured the course of the blood vessels. Most of the dot and flame hemorrhages were scattered on the temporal side of the macula, and the macular area was grayish-white edema."
figure07-08-01,"Color fundus image of aortitis fundopathy in the right eye (aphakia). The optic disc has a normal border color, the veins are filled and thickened with a dark red color, the small blood vessels are dilated and their blood columns are granular (whether arterial or venous), which is characteristic of this disease, there is no abnormality of the macula, and there are a lot of micro-aneurysms (micro-angiomas), mostly next to the veins."
figure07-08-02,Color fundus image of aortitis fundus lesion in the left eye. The same patient as Figure 7-8-1 has a similar fundus presentation in the left eye as in the right eye.
figure07-08-05,"Color fundus image of fundus lesion of aortitis in the right eye. The fundus is normal in the posterior pole, optic disc, and arteries, with dilated veins, dark red color, and normal macula."
figure07-08-08,"Color fundus image of the fundus lesion of aortitis in the left eye. Since the cataract makes the fundus appear hazy, the optic disc is pale, the upper organic matter, the superior temporal branch of the arteries and veins are white-lined, the distal part of the inferior temporal branch of the vessels is white-lined, and there are scattered hemorrhagic spots next to the superior and inferior temporal vessels."
figure07-09-01,"Color fundus image of ocular ischemia syndrome in the right eye. The cataract makes the fundus appear somewhat hazy, with neovascularization over the optic disc, several silk-cotton spots around the optic disc, and tortuous dilated veins with a few hemorrhages adjacent to them."
figure07-09-03a,"Fundus ischemic syndrome. a A color fundus image of ischemic syndrome in the left eye, with most silk-cotton spots visible around the optic disc, scattered microangiomas in the posterior pole, and veins showing dilatation."
figure07-10-01a,"Photocoagulation causing choroidal ischemia. a A color fundus image of the right eye after laser photocoagulation, with dense laser spots visible above the fundus, fused together. There is hyperpigmentation in and around them."
figure07-10-01CA,Photocoagulation-induced choroidal ischemia. Color fundus image of junctional pinniped-like retinal degeneration in the right eye. The optic disk and blood vessels are normal. Curved strips of choroidal vessels and scattered pigmented spots are seen at the posterior pole.
figure07-10-01CB,Photocoagulation causing choroidal ischemia. Color fundus image of the left eye. The optic disk and vessels are normal. Curved strips of choroidal vessels and scattered pigmented spots are seen at the posterior pole.
figure08-01,Stage I color fundus image of non-proliferative diabetic retinopathy in the right eye. There are several microangiomas in the center of the macula; the rest of the fundus is normal.
figure08-03,"Stage I color fundus image of non-proliferative diabetic retinopathy in the left eye. Occult microangioma in the macula, no other part of the fundus is abnormal."
figure08-05,"Color fundus image of stage II non-proliferative diabetic retinopathy in the left eye. The veins are slightly filled, but the diameter of the canal is still good. Scattered punctate hemorrhages of varying sizes are seen in the posterior pole, with more yellowish-white punctate exudates, partially fused, over the macular area and on the temporal side, and no cotton-wool spots are seen."
figure08-08,"Stage Il color fundus image of non-proliferative diabetic retinopathy in the left eye. The lens is cloudy and the fundus image is unclear. Large yellowish-white lipid exudates are seen around the optic disc and in the macular area, below the blood vessels, similar in presentation to the right eye, except that the location of the lipid exudates is not completely symmetrical."
figure08-09,"Color fundus image of stage II non-proliferative diabetic retinopathy in the right eye. The lens is cloudy and the fundus appears hazy. Large yellowish-white lipidic exudates are seen in the posterior pole, especially in and below the macular area, as well as scattered mostly punctate flame-like hemorrhages."
figure08-10,"Stage III color fundus image of non-proliferative diabetic retinopathy in the right eye. The optic disc is normal, the arteries are normal, and the veins have uneven diameters. More yellow-white exudates are visible around the center of the macula, some fused together. Hemorrhages are visible throughout the fundus, with more than 20 upper hemorrhages and bead-like changes in the veins."
figure08-14,"Stage III color fundus image of non-proliferative diabetic retinopathy in the right eye. Three grayish-white 1/4-. 1/5 PD-sized silk-cotton spots are seen over the optic disc and nasally, with multiple scattered punctate hemorrhages at the posterior pole, a small red spot (hemorrhage or microangioma) is seen temporal to the center of the macula, and multiple punctate hemorrhages are seen temporal to the macula."
figure08-15B,"Stage III color fundus image of non-proliferative diabetic retinopathy in the right eye. The optic disc is normal, the arteries are of uneven thickness and the veins are of uneven diameter. Fluorescent exudates were accompanied by fluorescent dots next to the superior rod vein and next to the inferior temporal artery, and a branch vessel above the optic disc showed a whitish line with a silk-cotton spot next to it. There were multiple scattered yellow punctate exudates and punctate flame hemorrhages in the fundus, and edema and yellow punctate exudates in the macula."
figure08-16,"Color fundus image of stage IV proliferative diabetic retinopathy in the left eye. Multiple patches of lipid exudates are seen in the fundus, one in the center of the macula. A relatively dense, subcircular, 2PD-sized sheet with neovascularization (NVE) at the infratemporal and subnasal vessels, and scattered hemorrhagic spots are also seen."
figure08-17,"Color fundus image of stage IV proliferative diabetic retinopathy in the left eye. The optic disc is normal and the vasculature is normal. Mild edema in the macula, retinal neovascularization (NVE), hemorrhages, and hard exudates are seen superiorly on the temporal side of the macula, and retinal neovascularization is also seen outside the infratemporal vascular arch."
figure08-20,"Color fundus image of stage IV proliferative diabetic retinopathy in the right eye. There is a film on the surface of the optic disc, partially obscuring the blood vessels underneath, making the disc appear pale, with suspicious neovascularization outside the lower edge of the optic disc, venous dilatation and filling, a large scattered hard exudate and punctate hemorrhage on the temporal side of the macula, and two larger rounded hemorrhages in the central area of the macula, as well as a thin stripe of preretinal hemorrhage between the branches of the temporal arteries and veins."
figure08-22,"Color fundus image of stage IV proliferative diabetic retinopathy in the right eye. The optic disc is normal with strong arterial reflections and signs of arteriovenous crossings. The veins are filled with uneven diameters (mild beading). Neovascularization (NYE) is seen adjacent to the veins about 2 PD above the optic disc.There is a silk-cotton spot above the NYE with hemorrhages and exudates in the macula, which is worse on the temporal side. There is a ""bridging"" of a branch of the vein over the temporal aspect of the macula, and there are numerous scattered punctate hemorrhages in the fundus."
figure08-23,"Color fundus image of stage IV combined well vitreous hemorrhage in the left eye with proliferative diabetic retinopathy. Figure 8-21 In the patient's left eye, neovascularization is present on the optic disc, obscuring the vascular course below and extending beyond the optic disc rim upward and downward (NVD), the veins are slightly filled and dilated, and most of the hard, yellowish-white exudates and small hemorrhages can be seen on the temporal side of the macula, and the center of the macula and its underside are affected by vitreous hemorrhage, which is not very well defined and obscures the temporal vascular course. pdr-IV stage IV, neovascularization of the optic disc (NVD) )."
figure08-30,Stage V color fundus image of proliferative diabetic retinopathy in the right eye. A large brush of thick retinal neovascularization is seen in the middle of the image with anastomotic branches and plugged raw membrane formation at the end.
